city_name_input,api_json_respnose
Hong Kong,"[{'name': 'Hong Kong Island', 'local_names': {'la': 'Insula Hongcongensis', 'ru': 'Гонконг', 'ca': 'Illa de Hong Kong', 'hi': 'हाँगकाँग द्वीप', 'kn': 'ಹಾಂಗ್ಕಾಂಗ್', 'fa': 'جزیره هنگ کنگ', 'de': 'Hong Kong Island', 'no': 'Hongkongøya', 'ur': 'جزیرہ ہانگ کانگ', 'uk': 'Гонконг', 'br': 'Enez Hong Kong', 'he': 'הונג קונג', 'cs': 'Hongkong', 'ar': 'جزيرة هونغ كونغ', 'zh': '香港島', 'eu': 'Hong Kong uhartea', 'be': 'Ганконг', 'ta': 'ஒங்கொங் தீவு', 'ka': 'ჰონგ-კონგი', 'ko': '홍콩섬', 'en': 'Hong Kong Island', 'ja': '香港島', 'it': 'Hong Kong', 'nl': 'Hongkong', 'vi': 'Đảo Hồng Kông', 'sv': 'Hongkongön', 'gl': 'Illa de Hong Kong', 'th': 'เกาะฮ่องกง', 'mk': 'Хонгконг', 'ml': 'ഹോങ്കോങ്', 'et': 'Hongkongi saar', 'bn': 'হংকং দ্বীপ', 'es': 'Isla de Hong Kong', 'my': 'ဟောင်ကောင်ကျွန်း', 'pl': 'Hongkong', 'lv': 'Honkonga', 'id': 'Pulau Hong Kong', 'pt': 'Ilha de Hong Kong', 'eo': 'Honkonga Insulo', 'ku': 'Hong Kong', 'tr': 'Hong Kong Adası', 'da': 'Hong Kong Island', 'tl': 'Pulo ng Hong Kong', 'sr': 'Хонгконг', 'lt': 'Honkongas', 'bg': 'Хонконг', 'el': 'Χονγκ Κονγκ', 'fr': 'Île de Hong Kong', 'ms': 'Pulau Hong Kong', 'fi': 'Hongkongin saari', 'oc': 'Hongkong', 'hu': 'Hongkong-sziget'}, 'lat': 22.2793278, 'lon': 114.1628131, 'country': 'CN', 'state': 'Hong Kong'}, {'name': 'Hong Kong', 'lat': 18.3848631, 'lon': -65.8285201, 'country': 'US', 'state': 'Puerto Rico'}]"
Shenzhen,"[{'name': 'Shenzhen', 'local_names': {'te': 'షెన్\u200cజెన్', 'bn': 'শেনচেন', 'et': 'Shenzhen', 'ms': 'Shenzhen', 'mn': 'Шэньжэнь', 'za': 'Sinhcin', 'da': 'Shenzhen', 'tl': 'Shenzhen', 'ha': 'Shenzhen', 'hi': 'शेन्झेन', 'en': 'Shenzhen', 'sh': 'Šenžen', 'ia': 'Shenzhen', 'ny': 'Shenzhen', 'lv': 'Šeņdžeņa', 'fj': 'Shenzhen', 'hr': 'Šenžen', 'io': 'Shenzhen', 'lt': 'Šendženas', 'fr': 'Shenzhen', 'ta': 'சென்சென்', 'uk': 'Шеньчжень', 'tn': 'Shenzhen', 'fi': 'Shenzhen', 'vi': 'Thâm Quyến', 'zh': '深圳市', 'mg': 'Shenzhen', 'mi': 'Shenzhen', 'gl': 'Shenzhen', 'my': 'ရှိန်းကျိန့်မြို့', 'it': 'Shenzhen', 'is': 'Shenzhen', 'ba': 'Шэньчжэнь', 'kl': 'Shenzhen', 'fa': 'شنژن', 'bm': 'Shenzhen', 'be': 'Шэньчжэнь', 'sw': 'Shenzhen', 'ko': '선전시', 'qu': 'Shenzhen', 'ja': '深セン市', 'eo': 'Ŝenĵeno', 'eu': 'Shenzhen', 'kk': 'Шэньчжэнь', 'el': 'Σεντσέν', 'uz': 'Shenjen', 'mk': 'Шенџен', 'kw': 'Shenzhen', 'os': 'Шэньчжэнь', 'ml': 'ഷെഞ്ജെൻ', 'nn': 'Shenzhen', 'pl': 'Shenzhen', 'tr': 'Shenzhen', 'az': 'Şençjen', 'de': 'Shenzhen', 'pa': 'ਸ਼ੈਨਜ਼ੈਨ', 'pt': 'Shenzhen', 'ro': 'Shenzhen', 'ru': 'Шэньчжэнь', 'wo': 'Shenzhen', 'sv': 'Shenzhen', 'bg': 'Шънджън', 'sr': 'Шенџен', 'ar': 'شنجن (الصين)', 'no': 'Shenzhen', 'br': 'Shenzhen', 'ne': 'शेनझेन', 'cy': 'Shenzhen', 'mr': 'षेंचेन', 'cs': 'Šen-čen', 'ug': 'شېنجېن شەھىرى', 'la': 'Shenzhen', 'ki': 'Shenzhen', 'ka': 'შენჯენი', 'he': ""שנג'ן"", 'ca': 'Shenzhen', 'af': 'Shenzhen', 'hu': 'Sencsen', 'hy': 'Շենժեն', 'ga': 'Shenzhen', 'th': 'เชินเจิ้น', 'nl': 'Shenzhen', 'es': 'Shenzhen', 'sk': 'Šen-čen', 'id': 'Shenzhen', 'ky': 'Шэньчжэнь', 'ur': 'شینزین'}, 'lat': 22.5445741, 'lon': 114.0545429, 'country': 'CN', 'state': 'Guangdong Province'}, {'name': 'Shenzhen', 'local_names': {'en': 'Shenzhen', 'zh': '深甽镇'}, 'lat': 29.4180425, 'lon': 121.3441612, 'country': 'CN', 'state': 'Zhejiang'}, {'name': 'Shenzhen', 'local_names': {'en': 'Shenzhen', 'zh': '深镇村'}, 'lat': 22.18869, 'lon': 111.11594, 'country': 'CN', 'state': 'Guangdong Province'}, {'name': 'Shenzhen', 'local_names': {'en': 'Shenzhen', 'zh': '深圳'}, 'lat': 24.956944, 'lon': 121.012222, 'country': 'TW'}, {'name': 'Shenzhen', 'local_names': {'en': 'Shenzhen', 'zh': '深镇镇'}, 'lat': 22.184728, 'lon': 111.111676, 'country': 'CN', 'state': 'Guangdong Province'}]"
Guangzhou,"[{'name': 'Guangzhou City', 'local_names': {'ki': 'Guangzhou', 'sq': 'Guangzhou', 'bo': 'ཀོང་ཀྲོའུ་གྲོང་ཁྱེར།', 'cs': 'Kanton', 'am': 'ጓንግዦው', 'ml': 'ഗ്വാങ്ജോ', 'sr': 'Гуангџоу', 'sl': 'Guangdžov', 'tn': 'Guangzhou', 'cy': 'Guangzhou', 'it': 'Canton', 'lo': 'ກວ່າງໂຈວ', 'la': 'Quancheum', 'kw': 'Guangzhou', 'fr': 'Canton', 'tl': 'Guangzhou', 'ru': 'Гуанчжоу', 'nn': 'Guangzhou', 'ha': 'Guangzhou', 'mi': 'Guangzhou', 'hr': 'Guangzhou', 'ja': '広州市', 'hi': 'ग्वांगझोउ', 'ie': 'Guangzhou', 'kk': 'Гуанчжоу', 'ba': 'Гуанчжоу', 'de': 'Guangzhou', 'br': 'Guangzhou', 'ta': 'குவாங்சௌ', 'es': 'Cantón', 'gl': 'Cantón, China', 'lt': 'Guangdžou', 'id': 'Guangzhou', 'eo': 'Kantono', 'io': 'Guangzhou', 'mn': 'Гуанжоу', 'et': 'Guangzhou', 'fo': 'Guangzhou', 'hu': 'Kanton', 'ca': 'Canton', 'no': 'Guangzhou', 'qu': 'Guangzhou', 'sk': 'Kanton', 'ar': 'غوانزو', 'ko': '광저우시', 'tr': 'Guangzhou', 'uz': 'Guanchjou', 'bn': 'কুয়াংচৌ', 'za': 'Gvangjcouh', 'my': 'ကွမ်ကျိုးမြို့', 'oc': 'Canton', 'zh': '广州市', 'en': 'Guangzhou City', 'af': 'Guangzhou', 'kn': 'ಕ್ವಾಂಗ್ಕ್ಸೌ', 'ln': 'Guangzhou', 'bs': 'Guangzhou', 'fj': 'Guagzhou', 'sw': 'Guangzhou', 'lb': 'Guangzhou', 'uk': 'Ґуанчжоу', 'ky': 'Гуанчжоу', 'os': 'Гуанчжоу', 'ka': 'გუანჯოუ', 'sv': 'Guangzhou', 'be': 'Гуанчжоу', 'he': ""גואנגג'ואו"", 'pt': 'Cantão', 'sh': 'Guangzhou', 'ga': 'Guangzhou', 'bg': 'Гуанджоу', 'ur': 'گوانگژو', 'wo': 'Guangzhou', 'is': 'Guangzhou', 'ny': 'Guangzhou', 'el': 'Κουανγκτσόου', 'az': 'Quançjou', 'fa': 'گوانگ\u200cژو', 'ug': 'گۇاڭجۇ شەھىرى', 'ms': 'Guangzhou', 'pl': 'Kanton', 'vi': 'Quảng Châu', 'ne': 'ग्वांगझोउ', 'tt': 'Гуаңҗу', 'pa': 'ਗੁਆਂਗਜ਼ੂ', 'mr': 'क्वांगचौ', 'bm': 'Guangzhou', 'eu': 'Guangzhou', 'fi': 'Kanton', 'ku': 'Guangzhou', 'da': 'Guangzhou', 'th': 'กว่างโจว', 'nl': 'Guangzhou', 'ro': 'Guangzhou', 'mg': 'Guangzhou', 'hy': 'Գուանչժոու', 'lv': 'Guandžou', 'ce': 'Гуанчжоу'}, 'lat': 23.1301964, 'lon': 113.2592945, 'country': 'CN', 'state': 'Guangdong Province'}]"
Chengdu,"[{'name': 'Chengdu City', 'local_names': {'fr': 'Chengdu', 'lt': 'Čengdu', 'nl': 'Chengdu', 'vi': 'Thành Đô', 'sr': 'Ченгду', 'da': 'Chengdu', 'ca': 'Txengdu', 'az': 'Çendu', 'de': 'Chengdu', 'tt': 'Чыңду', 'oc': 'Chengdu', 'it': 'Chengdu', 'uz': 'Chendu', 'en': 'Chengdu City', 'he': ""צ'נגדו"", 'ru': 'Чэнду', 'cs': 'Čcheng-tu', 'uk': 'Ченду', 'hu': 'Csengdu', 'bn': 'চেংগ্ডু', 'et': 'Chengdu', 'hi': 'चॆंग्डु', 'eo': 'Ĉengduo', 'zh': '成都市', 'fi': 'Chengdu', 'kn': 'ಚೆಂಗ್ಡು', 'ja': '成都市', 'ml': 'ചെങ്ഡു', 'ba': 'Чэнду', 'es': 'Chengdú'}, 'lat': 30.6598628, 'lon': 104.0633717, 'country': 'CN', 'state': 'Sichuan'}, {'name': 'Chengdu', 'local_names': {'zh': '成都', 'en': 'Chengdu', 'hu': 'Csengdu'}, 'lat': 30.7648688, 'lon': 102.1192947, 'country': 'CN', 'state': 'Sichuan'}]"
Tianjin,"[{'name': 'Tianjin', 'local_names': {'it': 'Tientsin', 'eo': 'Tjanĝino', 'uz': 'Tyantszin', 'tt': 'Täncin', 'ba': 'Тяньцзинь', 'ar': 'تيانجين', 'vi': 'Thiên Tân', 'et': 'Tianjin', 'ja': '天津市', 'nl': 'Tianjin', 'hi': 'तियन्जिन', 'ca': 'Tientsin', 'cs': 'Tchien-ťin', 'en': 'Tianjin', 'oc': 'Tianjin', 'bn': 'তিয়ন্জিন', 'de': 'Tianjin', 'kn': 'ತಿಯನ್ಜಿನ್', 'es': 'Tianjin', 'az': 'Tyantszin', 'zh': '天津市', 'ru': 'Тяньцзинь', 'sr': 'Тјенцин', 'fi': 'Tianjin', 'fr': 'Tianjin', 'kk': 'Тяньцзинь'}, 'lat': 39.0856735, 'lon': 117.1951073, 'country': 'CN', 'state': 'Tianjin'}]"
Osaka,"[{'name': 'Osaka', 'local_names': {'ar': 'أوساكا', 'sv': 'Osaka', 'eo': 'Osako', 'nl': 'Osaka', 'ia': 'Osaka', 'fr': 'Osaka', 'it': 'Osaka', 'es': 'Osaka', 'zh': '大阪市', 'lt': 'Osaka', 'be': 'Осака', 'io': 'Osaka', 'oc': 'Osaka', 'th': 'โอซากะ', 'sl': 'Osaka', 'et': 'Ōsaka', 'fi': 'Osaka', 'uk': 'Осака', 'pl': 'Osaka', 'kn': 'ಓಸಕ', 'en': 'Osaka', 'cs': 'Ósaka', 'de': 'Osaka', 'sr': 'Осака', 'hi': 'ओसक', 'ca': 'Osaka', 'ja': '大阪市', 'ko': '오사카', 'ru': 'Осака'}, 'lat': 34.6937569, 'lon': 135.5014539, 'country': 'JP', 'state': 'Osaka Prefecture'}, {'name': 'Osaka', 'local_names': {'en': 'Osaka', 'ja': '大坂'}, 'lat': 35.2524044, 'lon': 140.0419644, 'country': 'JP'}, {'name': 'Osaka', 'local_names': {'en': 'Osaka', 'ja': '逢阪'}, 'lat': 34.7386149, 'lon': 135.6743503, 'country': 'JP', 'state': 'Osaka Prefecture'}, {'name': 'Osaka', 'local_names': {'ja': '大坂', 'en': 'Osaka'}, 'lat': 35.2551649, 'lon': 140.042145, 'country': 'JP'}, {'name': 'Osaka', 'local_names': {'en': 'Osaka', 'ja': '小坂'}, 'lat': 33.077468, 'lon': 130.714876, 'country': 'JP'}]"
Nagoya,"[{'name': 'Nagoya', 'local_names': {'th': 'นาโงยะ', 'io': 'Nagoya', 'oc': 'Nagoya', 'ru': 'Нагоя', 'ko': '나고야 시', 'sr': 'Нагоја', 'eo': 'Nagojo', 'ia': 'Nagoya', 'he': 'נגויה', 'nl': 'Nagoya', 'sl': 'Nagoja', 'mr': 'नागोया', 'pt': 'Nagoia', 'fr': 'Nagoya', 'de': 'Nagoya', 'lt': 'Nagoja', 'et': 'Nagoya', 'ja': '名古屋市', 'km': 'ក្រុងណាហ្គោយ៉ា', 'cs': 'Nagoja', 'sv': 'Nagoya', 'kn': 'ನಗೋಯ', 'uk': 'Наґоя', 'pl': 'Nagoja', 'es': 'Nagoya', 'en': 'Nagoya', 'zh': '名古屋市', 'ca': 'Nagoya'}, 'lat': 35.1851045, 'lon': 136.8998438, 'country': 'JP'}, {'name': 'Nagoya', 'local_names': {'en': 'Nagoya', 'it': 'Nagoya', 'ja': '名古屋'}, 'lat': 37.9664589, 'lon': 138.3555508, 'country': 'JP'}, {'name': 'Nagoya', 'local_names': {'ja': '名越屋', 'en': 'Nagoya'}, 'lat': 33.5702306, 'lon': 133.3595089, 'country': 'JP'}, {'name': 'Nangoya', 'lat': -5.8177551, 'lon': 145.8513645, 'country': 'PG', 'state': 'Madang'}]"
Bangalore,"[{'name': 'Bengaluru', 'local_names': {'he': 'בנגלור', 'ms': 'Bangalore', 'te': 'బెంగళూరు', 'de': 'Bangalore', 'cs': 'Bengalúru', 'uk': 'Бенгалуру', 'ru': 'Бангалор', 'ko': '벵갈루루', 'th': 'บังคาลอร์', 'or': 'ବେଙ୍ଗାଳୁରୁ', 'oc': 'Bengaluri', 'bn': 'বেঙ্গালুরু', 'kn': 'ಬೆಂಗಳೂರು', 'as': 'বাংগালোৰ', 'hi': 'बेंगलुरु', 'ur': 'بنگلور', 'zh': '班加罗尔', 'my': 'ဘန်ဂလိုမြို့', 'ml': 'ബെംഗളൂരു', 'gu': 'બેંગલોર', 'fr': 'Bangalore', 'it': 'Bangalore', 'ja': 'バンガロール', 'el': 'Μπανγκαλόρ', 'ar': 'بنغالور', 'mr': 'बंगळूर', 'pa': 'ਬੈਂਗਲੁਰੂ', 'ta': 'பெங்களூரு', 'be': 'বেঙ্গালূরু', 'en': 'Bengaluru'}, 'lat': 12.9767936, 'lon': 77.590082, 'country': 'IN', 'state': 'Karnataka'}]"
Chennai,"[{'name': 'Chennai', 'local_names': {'ko': '첸나이', 'ar': 'تشيناي', 'ja': 'チェンナイ', 'tr': 'Madras', 'he': ""צ'נאי"", 'ta': 'சென்னை', 'zh': '金奈', 'pl': 'Ćennaj', 'de': 'Chennai', 'kn': 'ಚೆನ್ನೈ', 'uk': 'Ченнаї', 'ml': 'ചെന്നൈ', 'bn': 'চেন্নাই', 'ru': 'Ченнаи', 'fr': 'Chennai', 'te': 'చెన్నై', 'lt': 'Čenajus', 'mr': 'चेन्नई', 'ur': 'چنئی', 'cs': 'Čennaí', 'hi': 'चेन्नई', 'en': 'Chennai'}, 'lat': 13.0836939, 'lon': 80.270186, 'country': 'IN', 'state': 'Tamil Nadu'}]"
Hyderabad,"[{'name': 'Hyderabad', 'local_names': {'eo': 'Hajderabado', 'en': 'Hyderabad', 'kn': 'ಹೈದರಾಬಾದ್\u200c', 'te': 'హైదరాబాదు', 'sr': 'Хајдерабад', 'he': 'היידראבאד', 'ta': 'ஐதராபாத்து', 'ru': 'Хайдарабад', 'fa': 'حیدرآباد', 'zh': '海得拉巴', 'mr': 'हैदराबाद', 'ka': 'ჰაიდარაბადი', 'ml': 'ഹൈദരാബാദ്', 'pa': 'ਹੈਦਰਾਬਾਦ', 'hi': 'हैदराबाद', 'ja': 'ハイデラバード', 'oc': 'Haidarabad', 'cs': 'Hajdarábád', 'ar': 'حيدر آباد', 'tr': 'Haydarâbâd', 'ur': 'حیدرآباد'}, 'lat': 17.360589, 'lon': 78.4740613, 'country': 'IN', 'state': 'Telangana'}, {'name': 'Hyderabad', 'local_names': {'ta': 'ஹைதராபாத்', 'pt': 'Hyderabad', 'ar': 'حيدر آباد', 'tr': 'Haydarabad', 'de': 'Hyderabad', 'kn': 'ಹೈದರಾಬಾದ್\u200c', 'uk': 'Хайдарабад', 'ml': 'ഹൈദരാബാദ്', 'sr': 'Хајдерабад', 'zh': '海得拉巴', 'hi': 'हैदराबाद', 'pa': 'ਹੈਦਰਾਬਾਦ', 'hy': 'Հայդարաբադ', 'et': 'Hyderābād', 'es': 'Hyderabad', 'fr': 'Hyderâbâd', 'be': 'Хайдарабад', 'ru': 'Хайдарабад', 'ur': 'حیدرآباد', 'sd': 'حيدرآباد', 'ja': 'ハイデラバード', 'eo': 'Hajderabado', 'en': 'Hyderabad', 'ky': 'Хайдарабад', 'gu': 'હૈદરાબાદ'}, 'lat': 25.3801017, 'lon': 68.3750376, 'country': 'PK', 'state': 'Sindh'}, {'name': 'Hyderabad', 'lat': 17.6687464, 'lon': 77.5898867, 'country': 'IN', 'state': 'Telangana'}]"
Kolkata,"[{'name': 'Kolkata', 'local_names': {'ks': 'کَلٕکَتا', 'sd': 'ڪلڪتو', 'fa': 'کلکته', 'hi': 'कोलकाता', 'ar': 'كلكتة', 'bn': 'কলকাতা', 'ps': 'کلکته', 'ur': 'کلکتہ'}, 'lat': 22.5414185, 'lon': 88.35769124388872, 'country': 'IN', 'state': 'West Bengal'}, {'name': 'Kolkata', 'local_names': {'bn': 'কলকাতা', 'fr': 'Calcutta', 'pl': 'Kolkata', 'fi': 'Kalkutta', 'ja': 'コルカタ', 'es': 'Calcuta', 'cs': 'Kalkata', 'kn': 'ಕೊಲ್ಕತ್ತ', 'ps': 'کلکته', 'oc': 'Calcuta', 'zh': '加尔各答', 'ru': 'Калькутта', 'hi': 'कोलकाता', 'uk': 'Колката', 'ar': 'كلكتة', 'fa': 'کلکته', 'eo': 'Kolkato', 'ur': 'کلکتہ', 'en': 'Kolkata', 'gu': 'કોલકાતા', 'te': 'కోల్\u200cకత', 'ta': 'கொல்கத்தா', 'ks': 'کَلٕکَتا', 'ml': 'കൊൽക്കത്ത', 'sd': 'ڪلڪتو', 'mr': 'कोलकाता', 'pa': 'ਕੋਲਕਾਤਾ', 'he': 'קולקטה', 'de': 'Kalkutta', 'it': 'Calcutta'}, 'lat': 22.5726723, 'lon': 88.3638815, 'country': 'IN', 'state': 'West Bengal'}]"
Lahore,"[{'name': 'Lahore', 'local_names': {'kn': 'ಲಾಹೋರ್', 'tr': 'Lahor', 'ar': 'لاهور', 'ja': 'ラホール', 'oc': 'Lahaur', 'fr': 'Lahore', 'ta': 'லாகூர்', 'ps': 'لاهور', 'sv': 'Lahore', 'fa': 'لاهور', 'hy': 'Լահոր', 'af': 'Lahore', 'pl': 'Lahaur', 'no': 'Lahore', 'it': 'Lahore', 'nl': 'Lahore', 'ko': '라호르', 'de': 'Lahore', 'ru': 'Лахор', 'hi': 'लाहौर', 'et': 'Lahore', 'sw': 'Lahore', 'uk': 'Лахор', 'cs': 'Láhaur', 'eo': 'Lahoro', 'el': 'Λαχόρη', 'es': 'Lahore', 'nn': 'Lahore', 'zh': '拉合尔', 'en': 'Lahore', 'sr': 'Лахор', 'ml': 'ലാഹോർ', 'ks': 'لوہوٗر', 'pa': 'ਲਹੌਰ', 'ur': 'لاہور', 'pt': 'Laore', 'he': 'להורה'}, 'lat': 31.5656822, 'lon': 74.3141829, 'country': 'PK', 'state': 'Punjab'}, {'name': 'Lahore', 'lat': -38.0559312, 'lon': -58.97057, 'country': 'AR', 'state': 'Buenos Aires'}, {'name': 'Lahore', 'lat': 38.1987457, 'lon': -77.9694418, 'country': 'US', 'state': 'Virginia'}]"
Tehran,"[{'name': 'Tehran', 'local_names': {'yo': 'Tehran', 'nl': 'Teheran', 'ro': 'Teheran', 'yi': 'טעהראן', 'cy': 'Tehran', 'so': 'Tahraan', 'sk': 'Teherán', 'da': 'Teheran', 'uk': 'Тегеран', 'ml': 'ടെഹ്റാന്', 'lb': 'Teheran', 'lt': 'Teheranas', 'or': 'ତେହେରାନ', 'fr': 'Téhéran', 'am': 'ቴህራን', 'an': 'Teherán', 'sv': 'Teheran', 'de': 'Teheran', 'br': 'Tehran', 'mn': 'Тегеран', 'ja': 'テヘラン', 'os': 'Тæхран', 'az': 'Tehran', 'be': 'Тэгеран', 'mr': 'तेहरान', 'my': 'တီဟီရန်မြို့', 'pt': 'Teerã', 'kw': 'Tehran', 'id': 'Teheran', 'ca': 'Teheran', 'feature_name': 'Tehran', 'vo': 'Tehran', 'te': 'టెహరాన్', 'ur': 'تہران', 'ku': 'Tehran', 'kl': 'Tehran', 'lv': 'Teherāna', 'bn': 'তেহরান', 'no': 'Teheran', 'ht': 'Teheran', 'hr': 'Teheran', 'hi': 'तेहरान', 'bo': 'ཏེ་ཧི་རན\u200b།', 'ru': 'Тегеран', 'el': 'Τεχεράνη', 'gd': 'Tehran', 'bg': 'Техеран', 'la': 'Teheranum', 'fo': 'Teheran', 'en': 'Tehran', 'cs': 'Teherán', 'it': 'Teheran', 'cv': 'Тегеран', 'ga': 'Teheran', 'ka': 'თეირანი', 'ta': 'தெஹ்ரான்', 'af': 'Teheran', 'et': 'Teheran', 'hu': 'Teherán', 'uz': 'Tehron', 'kn': 'ತೆಹ್ರಾನ್', 'tl': 'Tehrān', 'ug': 'تېھران', 'mi': 'Tehran', 'pl': 'Teheran', 'gl': 'Teherán - تهران', 'oc': 'Teheran', 'mk': 'Техеран', 'ascii': 'Tehran', 'fi': 'Teheran', 'rm': 'Teheran', 'io': 'Tehran', 'tt': 'Тәһран', 'tg': 'Теҳрон', 'sq': 'Teherani', 'nn': 'Teheran', 'sr': 'Техеран', 'es': 'Teherán', 'zh': '德黑兰', 'ms': 'Teheran', 'ba': 'Тегеран', 'eu': 'Teheran', 'tr': 'Tahran', 'sc': 'Teheran', 'fa': 'شهر تهران', 'sl': 'Teheran', 'bs': 'Teheran', 'ps': 'تهران', 'hy': 'Թեհրան', 'pa': 'ਤਹਿਰਾਨ', 'fy': 'Teheran', 'ia': 'Tehran', 'se': 'Teheran', 'tk': 'Tähran', 'th': 'เตหะราน', 'ko': '테헤란', 'ar': 'طهران', 'ie': 'Teheran', 'is': 'Teheran', 'vi': 'Tehran', 'sw': 'Tehran', 'kk': 'Тегеран', 'he': 'טהרן', 'eo': 'Tehrano'}, 'lat': 35.6892523, 'lon': 51.3896004, 'country': 'IR'}, {'name': 'Doyran', 'local_names': {'hy': 'Թեհերան', 'tr': 'Doyran'}, 'lat': 37.6691342, 'lon': 38.1468259, 'country': 'TR'}]"
Riyadh,"[{'name': 'Riyadh', 'local_names': {'bs': 'Rijad', 'kl': 'Riyadh', 'pt': 'Riade', 'hi': 'रियाद', 'id': 'Riyadh', 'nl': 'Riyad', 'it': 'Riyad', 'ca': 'Al-Riyad', 'lv': 'Rijāda', 'la': 'Riadum', 'fy': 'Riyad', 'th': 'ริยาด', 'et': 'Ar-Riyāḑ', 'eo': 'Riado', 'cs': 'Rijád', 'fa': 'ریاض', 'no': 'Riyadh', 'uk': 'Ер-Ріяд', 'mr': 'रियाध', 'ps': 'رياض', 'ru': 'Эр-Рияд', 'sk': 'Rijád', 'el': 'Ριάντ', 'fi': 'Riad', 'ar': 'الرياض', 'ko': '리야드', 'es': 'Riad', 'eu': 'Riad', 'tg': 'Эр-Рияд', 'su': 'Riyadh', 'hy': 'Էր Ռիադ', 'az': 'Ər-Riyad', 'tr': 'Riyad', 'bo': 'རིས་ཡག', 'tl': 'Riyadh', 'ka': 'ერ-რიადი', 'sq': 'Riadi', 'ug': 'رىياد', 'nn': 'Riyadh', 'kk': 'Эр-Рияд', 'ms': 'Riyadh', 'da': 'Riyadh', 'vo': 'Riyad', 'fo': 'Riyadh', 'uz': 'Ar-Riyod', 'is': 'Ríad', 'sv': 'Riyadh', 'ja': 'リヤド', 'gd': 'Riyadh', 'mk': 'Ријад', 'hu': 'Rijád', 'ml': 'റിയാദ്', 'sh': 'Rijad', 'sl': 'Rijad', 'br': 'Riyadh', 'yi': 'ריאד', 'am': 'ሪያድ', 'de': 'Riad', 'lt': 'Rijadas', 'ne': 'रियाद', 'cy': 'Riyadh', 'zh': '利雅得', 'tt': 'Әр-Рияд', 'yo': 'Riyadh', 'ga': 'Riyadh', 'feature_name': 'Ar Riyāḑ', 'os': 'Эр-Рияд', 'bg': 'Рияд', 'pl': 'Rijad', 'ht': 'Riyad', 'sw': 'Riyad', 'he': 'ריאד', 'ascii': 'Ar Riyāḑ', 'fr': 'Riyad', 'en': 'Riyadh', 'be': 'Эр-Рыяд', 'af': 'Riaad', 'bn': 'রিয়াদ', 'ky': 'Эр-Рияд', 'ku': 'Riyad', 'hr': 'Rijad', 'sr': 'Ријад', 'kn': 'ರಿಯಾಧ್', 'oc': 'Riyad', 'vi': 'Ri-át', 'ur': 'ریاض', 'ta': 'ரியாத்'}, 'lat': 24.638916, 'lon': 46.7160104, 'country': 'SA', 'state': 'Riyadh Region'}, {'name': 'Riyadh', 'lat': 17.9909945, 'lon': -15.931358244103087, 'country': 'MR', 'state': 'Nouakchott-Sud Region'}, {'name': 'الرياض', 'local_names': {'ar': 'الرياض', 'fr': 'Riyadh'}, 'lat': 18.0107143, 'lon': -15.955326, 'country': 'MR', 'state': 'Nouakchott-Sud Region'}, {'name': 'Riyadh', 'lat': -29.6477207, 'lon': 31.0634172, 'country': 'ZA', 'state': 'KwaZulu-Natal'}, {'name': 'Riyadh', 'local_names': {'en': 'Riyadh', 'ar': 'الرياض'}, 'lat': 15.579633, 'lon': 32.567664, 'country': 'SD', 'state': 'Khartoum State'}]"
